albumID,artist,popular,loudness,speechiness,duration
5575,KelliePickler,57,-6.52,0.03,6.1
5576,RandyOwen,42,-6.46,0.05,6.1
5577,KelseaBallerini,79,-5.69,0.04,6.1
5578,LanaDelRey,71,-15.47,0.03,6.06
5579,FreddieMercury,33,-10.39,0.05,6.06
5580,MartinGarrix,44,-4.87,0.04,6.06
5581,BrettEldredge,41,-4.3,0.12,6.06
5582,TreySongz,55,-11.48,0.18,3.81
5583,YoungThug,43,-14.54,0.07,6.02
5584,MariahCarey,63,-12.44,0.03,6.02
5585,JenniferLopez,35,-13.45,0.03,6.02
5586,ShawnMendes,81,-11.38,0.04,4.98
5587,Halsey,45,-6.06,0.05,5.98
5588,TheXX,13,-13.7,0.04,5.98
5589,KurtStevens,41,-19.54,0.03,2.72
5590,R.Kelly,51,-5.21,0.08,5.98
5591,fivezeroCent,41,-5.15,0.05,5.97
5592,KennyChesney,62,-11.75,0.03,5.97
5593,LinkinPark,44,-11.51,0.41,5.97
5594,Akon,66,-11.63,0.03,3.59
5595,AvengedSevenfold,60,-8.02,0.1,5.93
5596,JohnLegend,28,-6.17,0.1,5.93
5597,ColeSwindell,38,-2.49,0.06,5.93
5598,JustinMoore,3,-9.14,0.14,5.93
5599,Jewel,24,-13.58,0.06,5.93
5600,Maddie&Tae,25,-3.28,0.07,5.93
5601,ChrisYoung,63,-8.51,0.22,5.78
5602,HunterHayes,22,-11.82,0.04,5.78
5603,CanaanSmith,71,-6.02,0.03,2.48
5604,Madonna,55,-6.17,0.03,5.78
5605,AlbertPhillips,28,-6.25,0.11,5.78
5606,BrantleyGilbert,55,-5.22,0.04,5.74
5607,Coldplay,44,-5.63,0.05,5.74
5608,JayZ,65,-3.23,0.04,5.74
5609,LadyGaga,11,-4.56,0.11,5.74
5610,LilFizz,44,-7.68,0.05,5.66
5611,IggyAzalea,66,-11.94,0.03,5.66
5612,ChaseRice,40,-16.64,0.04,3.55
5613,DanielleBradbery,59,-1.8,0.08,5.66
5614,DustinLynch,42,-4.01,0.04,5.65
5615,KaceyMusgraves,44,-6.37,0.03,5.65
5616,AlanJackson,16,-11.5,0.07,2.81
5617,BackstreetBoys,47,-8.26,0.04,5.65
5618,HankWilliamsJr,19,-6.99,0.05,5.65
5619,TheVamps,38,-9.58,0.05,5.65
5620,JadenSmith,59,-10.51,0.05,3.34
5621,JoJo,57,-9.9,0.06,5.65
5622,KendrickLamar,42,-11.64,0.03,6.06
5623,BeckyG,43,-7.27,0.02,5.58
5624,JoshTurner,62,-5.14,0.05,5.58
5625,BradPaisley,50,-12.8,0.04,5.58
5626,GwenStefani,57,-3.92,0.06,5.47
5627,MikelKnight,60,-11.93,0.03,5.47
5628,RachelPlatten,52,-18.25,0.03,5.47
5629,RebaMcEntire,28,-10.16,0.04,5.47
5630,DariusRucker,37,-7.23,0.23,5.42
5631,FloridaGeorgiaLine,56,-6.53,0.07,5.42
5632,BarbraStreisand,50,-11.17,0.25,5.42
5633,FallOutBoy,45,-10.91,0.05,5.4
5634,Prince,50,-8.98,0.09,5.4
5635,K.Michelle,48,-5.19,0.07,5.4
5636,LittleMix,10,-11.76,0.06,5.38
5637,BLACKBEAR,38,-11.89,0.03,5.38
5638,CalvinHarris,54,-5.33,0.04,5.38
5639,JanaKramer,32,-6.71,0.03,5.38
5640,KennyRogers,69,-5.46,0.15,5.38
5641,T.I.,38,-6.94,0.04,5.38
5642,TroyeSivan,41,-12.93,0.04,5.74
5643,BrothersOsborne,30,-11.64,0.06,5.38
5644,RitaOra,7,-7.19,0.06,3.18
5645,TLC,71,-5.27,0.08,2.85
5646,Aaliyah,21,-6.06,0.05,5.26
5647,KirkFranklin,23,-4.97,0.11,5.26
5648,KidRock,30,-11.8,0.03,5.26
5649,Skrillex,66,-5.58,0.04,5.22
5650,EdRoman,69,-5.43,0.03,5.22
5651,DonWilliams,50,-4.9,0.03,5.22
5652,Lonestar,34,-14.7,0.04,6.9
5653,Nelly,49,-5.15,0.07,5.21
5654,WillieNelson,30,-8.03,0.04,4.76
5655,Zonke,65,-4.9,0.06,5.19
5656,CharliXCX,17,-8,0.03,5.19
5657,XAmbassadors,32,-5.27,0.04,5.19
5658,JessieJ,41,-4.73,0.11,5.18
5659,Westlife,48,-9.72,0.05,5.18
5660,Tinashe,42,-5.72,0.12,5.18
5661,DMX,37,-7.8,0.03,5.18
5662,MeekMill,19,-4.48,0.05,5.18
5663,Usher,41,-13.62,0.16,5.18
5664,BRANDYCLARK,58,-4.7,0.04,5.16
5665,DollyParton,32,-6.6,0.12,5.16
5666,FooFighters,37,-6.56,0.03,5.16
5667,MarkWills,33,-10.62,0.04,5.15
5668,PrinceRoyce,39,-2.69,0.22,5.15
5669,Pentatonix,42,-6.21,0.04,5.15
5670,FloRida,39,-4.04,0.08,5.14
5671,WhitneyHouston,55,-12.37,0.06,5.14
5672,AvrilLavigne,30,-5.67,0.07,5.14
5673,PharrellWilliams,17,-11.11,0.03,5.09
5674,DwightYoakam,24,-5.74,0.31,5.09
5675,LeeBrice,33,-10.47,0.04,5.09
5676,BarbaraMandrell,30,-11.5,0.03,5.09
5677,BlackVeilBrides,79,-6.12,0.03,2.41
5678,JameyJohnson,23,-8.37,0.04,5.09
5679,JimmyFortune,47,-7.95,0.03,5.08
5680,YonnieMcfly,28,-7.93,0.08,5.08
5681,JohnnyCash,43,-9.07,0.08,5.08
5682,NickJonas,60,-2.98,0.44,5.07
5683,VinceGill,70,-3,0.04,5.07
5684,ImagineDragons,90,-3.82,0.08,3.07
5685,JakeOwen,20,-8.29,0.06,5.07
5686,LarryHernandez,99,-5.04,0.15,2.97
5687,MartinaMcBride,59,-6.78,0.05,5.06
5688,ColtFord,75,-6.79,0.03,5.06
5689,DierksBentley,46,-13.14,0.11,5.06
5690,GunsN'Roses,33,-14.35,0.04,5.06
5691,JustinTimberlake,75,-4.26,0.06,5.03
5692,KellyClarkson,57,-6.74,0.06,5.03
5693,Metallica,51,-5.23,0.08,5.03
5694,ScottyMcCreery,64,-9.07,0.05,5.03
5695,TheWeekend,32,-9.79,0.04,5.03
5696,BimSkalaBim,52,-8.13,0.03,5.03
5697,MarkRonson,55,-20.92,0.04,5.02
5698,MerleHaggard,48,-4.7,0.1,5.02
5699,BeaMiller,38,-6.79,0.04,5.02
5700,AlessiaCara,57,-4.45,0.06,5.02
5701,AThousandHorses,35,-5.39,0.12,5.02
5702,Brooks&Dunn,10,-14.16,0.54,5.02
5703,ElleKing,40,-7.97,0.03,5.02
5704,RodStewart,72,-7.25,0.07,4.77
5705,TheCadillacThree,34,-5.25,0.13,4.98
5706,JacobWhitesides,33,-7.77,0.05,4.98
5707,JaRule,32,-6.25,0.11,4.98
5708,LaurenAlaina,29,-6.68,0.03,4.98
5709,MarcAnthony,48,-8.71,0.26,4.96
5710,TheGame,78,-5.93,0.31,2.58
5711,ThePussycatDolls,52,-3.94,0.06,4.96
5712,TylerFarr,64,-3.23,0.14,4.96
5713,ClareDunn,58,-5.09,0.05,2.72
5714,AdamLambert,15,-5.84,0.19,4.94
5715,AndreaBocelli,39,-6.47,0.05,4.94
5716,GaryAllan,71,-7.48,0.28,4.59
5717,GeorgeJones,27,-11.39,0.04,4.94
5718,JoeJonas,61,-7.5,0.03,3.21
5719,KrystalKeith,51,-4.07,0.04,4.94
5720,RayCharles,47,-15.32,0.05,3.97
5721,RedHotChiliPeppers,43,-6.33,0.04,4.91
5722,TheOakRidgeBoys,49,-3.69,0.09,4.91
5723,KevinGates,25,-4.07,0.03,4.91
5724,CassadeePope,46,-5.26,0.17,4.9
5725,AugustAlsina,22,-9.04,0.04,4.34
5726,RichHomieQuan,17,-9.27,0.06,4.9
5727,AirSupply,73,-5.7,0.05,4.9
5728,Brandy,43,-5.92,0.35,4.9
5729,OneRepublic,40,-16.84,0.08,3.07
5730,Pitbull,35,-9.4,0.14,4.9
5731,RobinThicke,53,-7.6,0.03,4.9
5732,SnoopDogg,43,-5.62,0.06,4.86
5733,TravisTritt,27,-8.49,0.12,4.86
5734,Chvrches,48,-3.96,0.04,4.86
5735,Lorde,37,-11.72,0.06,4.85
5736,AlisonKrauss,17,-6.45,0.04,4.85
5737,AAPRocky,33,-9.91,0.04,4.85
5738,Jeremih,33,-6.65,0.04,4.83
5739,Panic!AttheDisco,34,-8.67,0.04,3.48
5740,SherylCrow,60,-7.1,0.07,4.83
5741,TraceAdkins,37,-8.28,0.03,4.83
5742,Tyga,8,-14.27,0.03,4.35
5743,RubyRose,68,-5.86,0.03,4.81
5744,BoneThugs-n-Harmony,41,-4.69,0.11,4.81
5745,DavidNail,13,-4.17,0.05,4.81
5746,DuranDuran,38,-13.9,0.04,2.3
5747,KipMoore,41,-5.39,0.08,4.79
5748,Wallpaper.,65,-4.03,0.36,4.79
5749,DejLoaf,35,-3.78,0.04,4.79
5750,AshleyMonroe,17,-3.85,0.05,4.79
5751,ChristinaAguilera,56,-2.44,0.04,4.79
5752,DianaRoss,43,-2.24,0.11,4.79
5753,LucianoPavarotti,60,-11.43,0.04,4.78
5754,LuckyDube,77,-5.84,0.23,2.64
5755,Nas,18,-6.39,0.04,4.78
5756,NorahJones,40,-5.27,0.07,3.28
5757,MasonNoise,37,-7.71,0.14,4.78
5758,MadelynVictoria,32,-10.46,0.04,4.78
5759,AliciaKeys,34,-6.98,0.04,4.77
5760,Avicii,67,-7.51,0.04,4.77
5761,BryanAdams,83,-8.95,0.04,4.77
5762,FaithHill,55,-9.77,0.04,4.77
5763,MGK,46,-10.58,0.08,4.76
5764,Scarface,60,-3.5,0.22,4.76
5765,AustinMahone,56,-14.38,0.04,4.76
5766,Disclosure,48,-3.65,0.1,4.76
5767,JamesBay,44,-7.9,0.05,4.72
5768,XanderDemos,72,-5.55,0.05,4.72
5769,JonyPrivat,30,-4.1,0.06,4.72
5770,CharliePuth,69,-8.68,0.03,4.72
5771,AmyWinehouse,39,-6.9,0.04,4.72
5772,G-Eazy,49,-21.75,0.04,4.72
5773,GretchenWilson,20,-4.17,0.12,4.7
5774,JhenAcAiko,52,-6.14,0.03,4.7
5775,Mumford&Sons,16,-9.51,0.03,4.7
5776,Nickelback,87,-6.96,0.05,4.7
5777,SaraEvans,31,-14.01,0.03,4.69
5778,SeanPaul,33,-8.58,0.04,4.69
5779,SpiceGirls,69,-7.95,0.15,4.69
5780,Train,51,-14.16,0.04,5.02
5781,WilliamMichaelMorgan,54,-8.28,0.03,4.69
5782,thtthe,76,-7.09,0.05,2.74
5783,ConwayTwitty,93,-5.49,0.03,4.68
5784,Dr.Dre,35,-5.04,0.04,4.68
5785,Ice-T,20,-13.42,0.08,4.68
5786,JenniferNettles,69,-4.67,0.15,4.65
5787,JuneCarterCash,12,-9.3,0.04,4.65
5788,KrisKristofferson,56,-5.73,0.04,4.65
5789,LilBoosie,42,-18.83,0.04,3.14
5790,LucindaWilliams,35,-13.56,0.03,3.36
5791,MarvinGaye,54,-7.35,0.08,4.64
5792,TheScript,47,-3.96,0.03,4.64
5793,Zedd,75,-9.18,0.03,4.64
5794,Kyle(Rapper),63,-9.73,0.11,4.62
5795,Dan+Shay,45,-4.85,0.1,4.62
5796,AaronLewis,54,-7.21,0.06,4.62
5797,AmberRose,65,-6.46,0.22,4.59
5798,BillyCurrington,80,-9.12,0.03,4.69
5799,CherLloyd,40,-19.13,0.06,4.53
5800,KurtCobain,30,-7.94,0.04,4.59
5801,Paramore,58,-5.58,0.03,4.59
5802,P!nk,1,-6.64,0.04,6.24
5803,Salt-N-Pepa,42,-4.63,0.06,4.59
5804,Slipknot,34,-6.02,0.1,4.59
5805,Tarkan,38,-12.95,0.21,4.59
5806,TheNotoriousB.I.G.,49,-3.07,0.05,4.59
5807,CharlieAllen,40,-4.78,0.07,4.58
5808,JoeNichols,46,-8.48,0.04,4.14
5809,JohnAnderson,50,-7.2,0.04,4.58
5810,Lil'Kim,28,-3.5,0.04,4.58
5811,Nirvana,48,-12.18,0.03,4.56
5812,OwlCity,32,-6.24,0.07,4.56
5813,Seal,45,-10.42,0.04,4.56
5814,TheBeatles,76,-14.88,0.04,4.5
5815,Zendaya,23,-12.15,0.03,4.56
5816,CAclineDion,47,-11.49,0.04,4.56
5817,DeitrickHaddon,38,-4.32,0.06,4.56
5818,LionelRichie,68,-6.03,0.07,4.53
5819,PanjabiMC,45,-5.94,0.05,4.53
5820,RandyTravis,69,-5.35,0.07,4.53
5821,blink-oneeighttwo,19,-6.45,0.11,4.53
5822,BrendaLee,33,-5.25,0.19,4.53
5823,GeneWatson,30,-5.85,0.05,4.53
5824,J.Cole,66,-6.54,0.03,4.53
5825,JamesBlunt,54,-6.87,0.04,4.52
5826,SaraBareilles,31,-9.58,0.04,4.52
5827,SawyerBrown,47,-5.24,0.21,4.52
5828,TyDollaign,76,-7.09,0.02,4.34
5829,HeidiFeek,34,-5.98,0.04,4.52
5830,SawyerFredericks,49,-5.99,0.04,4.51
5831,AliceCooper,34,-8.07,0.1,4.51
5832,Ashanti,54,-4.03,0.07,4.51
5833,Diddy,36,-6.23,0.04,4.51
5834,Florence+TheMachine,36,-11.79,0.07,4.5
5835,Genesis,45,-7.9,0.05,4.5
5836,HankWilliams,83,-2.91,0.07,4.5
5837,Omarion,67,-5.15,0.09,4.5
5838,ShaneOwens,27,-3.93,0.22,4.44
5839,TheMavericks,28,-4.96,0.07,4.44
5840,TokioHotel,59,-8,0.04,4.44
5841,ChiefKeef,25,-4.61,0.05,4.44
5842,JessGlynne,40,-4.84,0.03,4.42
5843,ElectricLightOrchestra,69,-8.68,0.03,4.42
5844,EmmylouHarris,42,-6.49,0.11,4.42
5845,JulioIglesias,37,-9.8,0.07,4.42
5846,LeAnnRimes,35,-8.97,0.14,4.42
5847,MyChemicalRomance,65,-4.85,0.04,4.42
5848,Torrent,40,-17.53,0.04,4.31
5849,Zahara,37,-10.13,0.04,4.4
5850,SarahRoss,57,-6.57,0.04,3.85
5851,BrysonTiller,15,-6.32,0.03,4.4
5852,BeeGees,44,-4.8,0.06,4.4
5853,BowWow,73,-17.29,0.04,4.4
5854,Cam,62,-7.05,0.02,3.91
5855,CrazyFrog,46,-4.76,0.05,4.38
5856,DavidAllanCoe,61,-6.13,0.37,4.38
5857,Jaheim,45,-3.9,0.17,4.38
5858,JakeMiller,42,-9.31,0.04,8.52
5859,JamieFoxx,32,-4.52,0.03,4.35
5860,Kem,64,-5.29,0.03,4.35
5861,LorrieMorgan,32,-10.58,0.11,4.35
5862,Macklemore,37,-6.26,0.03,4.35
5863,LutherVandross,45,-8.29,0.06,4.35
5864,MajorLazer,72,-5.61,0.05,4.35
5865,MasterP,59,-11.35,0.04,4.35
5866,Omi,29,-6.4,0.06,4.35
5867,OliviaNewton-John,36,-5.21,0.05,4.35
5868,RickyMartin,39,-7.75,0.04,4.35
5869,RonnieDunn,71,-8.26,0.03,4.34
5870,TheRollingStones,39,-9.43,0.03,4.34
5871,TheRunaways,54,-6.65,0.03,4.34
5872,SaintGurmeetRamRahimSinghJiInsan,29,-12.1,0.04,4.34
5873,makogirls,46,-8.19,0.06,4.34
5874,ABC,71,-6.27,0.08,4.34
5875,A.R.Rahman,33,-7.38,0.03,4.34
5876,BigSean,42,-12.18,0.04,4.34
5877,BigTimeRush,37,-7.05,0.06,4.33
5878,BobMarley,41,-5.41,0.09,4.33
5879,BonJovi,41,-4.64,0.05,4.33
5880,ClintBlack,3,-11.84,0.03,4.33
5881,Fabolous,46,-6.44,0.03,4.31
5882,HannahMontana,74,-5.45,0.04,4.31
5883,JessieJamesDecker,19,-7.63,0.03,6.48
5884,Keha,65,-4.7,0.04,4.31
5885,Mario,69,-5.95,0.08,4.31
5886,NSync,53,-9.8,0.04,4.3
5887,ParokyaniEdgar,33,-4.83,0.03,4.3
5888,RodneyCarrington,26,-15.94,0.03,4.3
5889,ToniBraxton,33,-11.97,0.07,4.3
5890,MarianasTrench,38,-10.85,0.09,4.27
5891,bigandrich,57,-6.8,0.09,4.27
5892,TraviScott,56,-13.38,0.06,2.57
5893,AVANT,55,-4.93,0.29,4.27
5894,PnBRock,50,-12.03,0.27,4.27
5895,DaddyYankee,8,-7.88,0.03,4.27
5896,EricClapton,32,-7.85,0.05,4.27
5897,GreenDay,58,-6.91,0.03,4.27
5898,KumarSanu,45,-7.98,0.03,4.21
5899,LLCoolJ,29,-11.79,0.06,4.21
5900,MeatLoaf,57,-7.27,0.03,4.21
5901,ScottHoying,15,-8.88,0.13,4.21
5902,WALKTHEMOON,48,-7.98,0.4,4.21
5903,JonPardi,57,-7.26,0.04,3.66
5904,Migos,28,-10.05,0.03,4.21
5905,ToveLo,38,-6.1,0.03,4.21
5906,Hozier,57,-7.39,0.04,4.21
5907,OlaDips,38,-10.51,0.03,4.21
5908,twoChainz,63,-9.07,0.03,4.21
5909,AC/DC,70,-7.9,0.04,4.21
5910,AllTimeLow,55,-17.19,0.04,2.56
5911,BillieHoliday,76,-8.13,0.03,4.51
5912,BonnieRaitt,60,-9.04,0.02,4.52
5913,Buggles,48,-6.95,0.04,4.21
5914,Dailey&Vincent,30,-9.62,0.05,4.21
5915,CraigMorgan,49,-21.35,0.04,4.18
5916,Disturbed,37,-8.71,0.03,4.18
5917,DonHenley,66,-8.43,0.04,3.95
5918,FrenchMontana,14,-10.08,0.03,4.18
5919,GladysKnight,66,-6.85,0.04,4.17
5920,GWAR,59,-5.2,0.05,4.17
5921,JasonMraz,20,-11.14,0.03,4.17
5922,LeeAnnWomack,34,-13.28,0.05,4.14
5923,MartyStuart,29,-4.32,0.1,4.14
5924,MichaelBolton,80,-4.85,0.07,4.14
5925,Sade,60,-6.39,0.05,4.14
5926,Sugarland,49,-3.56,0.04,4.14
5927,TheBlackKeys,33,-10.63,0.03,3.45
5928,YolandaAdams,54,-10.49,0.07,4.14
5929,PriyankaChopra,64,-4.64,0.07,4.14
5930,Echosmith,76,-5.19,0.09,4.14
5931,AnthonyHamilton,29,-13.44,0.03,4.14
5932,BillKeith,44,-5.04,0.03,4.14
5933,Calibrefivezero,58,-4.91,0.04,4.11
5934,Chipmunk,70,-4.54,0.1,4.11
5935,CollectiveSoul,2,-11.28,0.04,4.11
5936,DefLeppard,28,-7.15,0.03,4.08
5937,IceCube,66,-11.39,0.06,4.08
5938,ErykahBadu,40,-7.31,0.03,4.08
5939,FlavorFlav,33,-5.45,0.23,4.08
5940,JohnMayer,71,-5.53,0.04,4.07
5941,KidInk,47,-6.04,0.34,4.07
5942,LosTigresdelNorte,18,-5.48,0.13,4.07
5943,LindsayEll,45,-7.59,0.03,4.07
5944,LynyrdSkynyrd,28,-4.57,0.06,4.07
5945,MindlessBehavior,80,-5.71,0.34,4.07
5946,PistolAnnies,8,-7.43,0.04,4.07
5947,RodneyAtkins,34,-7.48,0.05,4.07
5948,Shaggy,56,-4.93,0.04,4.07
5949,T-Pain,22,-12.24,0.21,4.07
5950,TinaTurner,55,-4.97,0.04,4.05
5951,Tool,51,-2.67,0.15,4.05
5952,TrishaYearwood,59,-5.73,0.04,4.05
5953,WaylonJennings,82,-5.23,0.07,4.05
5954,TheLacs,48,-6.96,0.16,4.05
5955,TheChainsmokers,67,-7.97,0.25,4.05
5956,HAVICdynasty,34,-6.06,0.02,4.05
5957,NickFestari,53,-5.04,0.03,4.04
5958,ninetynine,58,-6.9,0.04,4.04
5959,Alabama,46,-3.42,0.11,3.04
5960,BlackberrySmoke,32,-6.98,0.05,4.04
5961,BustaRhymes,25,-10.72,0.03,7.02
5962,ChrisIsaak,71,-3.73,0.13,4.03
5963,DavidBowie,27,-7.51,0.06,4.03
5964,DavidCook,29,-4.26,0.04,4.03
5965,DonOmar,30,-7.93,0.03,4.03
5966,HotChelleRae,14,-10.76,0.04,4.03
5967,JessicaSimpson,34,-11.14,0.06,4.03
5968,JoDeeMessina,57,-4.88,0.06,4.03
5969,LorettaLynn,43,-3.4,0.04,4.03
5970,MarilynManson,43,-6.45,0.08,4.03
5971,Maxwell,37,-4.93,0.06,4.03
5972,MontgomeryGentry,76,-5.16,0.08,4.03
5973,Monica,76,-15.35,0.03,4.01
5974,NewKidsontheBlock,46,-6.24,0.06,4.01
5975,PinkFloyd,32,-8.01,0.03,4.01
5976,PiercetheVeil,31,-7.09,0.04,4.01
5977,PorterWagoner,56,-8.2,0.38,4.01
5978,Queen,51,-11.71,0.1,4.01
5979,YoungJeezy,41,-3.34,0.05,4.01
5980,StevePerry,65,-8.47,0.05,3.26
5981,TanyaTucker,22,-12.07,0.5,4.01
5982,TheSpillCanvas,42,-7.31,0.04,4.01
5983,TomJones,62,-11.56,0.04,4.01
5984,Tyrese,46,-10.07,0.04,3.98
5985,Whitesnake,43,-5.5,0.09,3.98
5986,Will.I.Am,26,-4.09,0.16,3.98
5987,YG,34,-7.2,0.03,3.97
5988,SammyArriaga,40,-8.14,0.11,3.97
5989,MoPitney,33,-3.79,0.04,3.97
5990,RichGang,76,-5.55,0.14,3.97
5991,Years&Years,51,-8.79,0.5,3.97
5992,JacquieLee,73,-8.46,0.17,3.97
5993,RaeSremmurd,33,-4.02,0.11,3.97
5994,Aerosmith,28,-7.17,0.03,3.97
5995,ABBA,56,-4.96,0.14,3.97
5996,BeastieBoys,33,-5.61,0.03,3.97
5997,B.o.B,30,-11.02,0.03,4.07
5998,Cee-LoGreen,63,-4.74,0.05,3.97
5999,ChrisLeDoux,24,-6.19,0.05,3.96
6000,Genesis,34,-3.33,0.77,4.44
6001,Joey+Rory,60,-4.96,0.05,11.61
6002,DraacoAventura,54,-7.23,0.04,11.61
6003,JustinBieber,35,-8.33,0.05,11.61
6004,PeervanMladen,66,-6.53,0.06,9.01
6005,ChrisJanson,53,-4.28,0.22,9.01
6006,OneDirection,53,0.88,0.11,9.01
6007,Drake,48,-9.65,0.1,9.01
6008,CarrieUnderwood,55,-9.92,0.03,3.11
6009,EdSheeran,29,-5.4,0.05,8.82
6010,TaylorSwift,14,-4.35,0.03,8.82
6011,SayWeCanFly,11,-8.59,0.03,4.33
6012,SelenaGomez,59,-5.19,0.07,8.82
6013,ChrisBrown,34,-7.62,0.05,8.52
6014,NickiMinaj,34,-12.07,0.03,4.44
6015,FifthHarmony,76,-10.16,0.05,8.52
6016,ThomasRhett,37,-6.52,0.04,8.52
6017,Eminem,14,-3.61,0.04,8.52
6018,BeyoncAc,31,-4.73,0.05,8.38
6019,MeghanTrainor,29,-5.94,0.02,8.38
6020,TwentyOnePilots,70,-5.8,0.06,8.38
6021,FettyWap,48,-8.07,0.04,8.34
6022,fiveSecondsOfSummer,44,-9.83,0.29,8.34
6023,JasonAldean,29,-9.45,0.11,8.34
6024,LukeBryan,44,-6.13,0.08,7.62
6025,BlakeShelton,44,-12.16,0.03,7.62
6026,Rihanna,55,-8.44,0.11,7.62
6027,ElvisPresley,73,-13.22,0.09,7.54
6028,ArianaGrande,35,-10.14,0.04,7.54
6029,JDShelburne,66,-6.51,0.04,7.54
6030,LilWayne,30,-6,0.09,7.23
6031,DemiLovato,81,-4.05,0.05,7.23
6032,Maroonfive,4,-4.29,0.09,7.23
6033,SamHunt,49,-3.65,0.14,7.21
6034,GeorgeStrait,42,-7.33,0.15,7.21
6035,WizKhalifa,16,-20.32,0.04,3.5
6036,MirandaLambert,29,-3.99,0.06,7.21
6037,DJKhaled,47,-15.17,0.04,2.82
6038,PornoforPyros,47,-9.28,0.04,7.02
6039,KatyPerry,37,-12.83,0.04,7.02
6040,MileyCyrus,44,-6.49,0.12,7.02
6041,TimMcGraw,63,-6.87,0.03,7.02
6042,TheWeeknd,44,-6.5,0.03,6.9
6043,Macklemore&RyanLewis,55,-7.5,0.08,6.9
6044,EllieGoulding,55,-9.36,0.04,6.9
6045,MichaelJackson,49,-9.1,0.03,6.9
6046,RascalFlatts,37,-7.41,0.07,6.84
6047,BritneySpears,56,-8.21,0.04,6.84
6048,ZacBrownBand,47,-19.2,0.04,6.84
6049,HeartytwoRaw,49,-7.55,0.04,6.79
6050,Future,48,-4.25,0.04,6.79
6051,LadyAntebellum,55,-9.93,0.03,3.39
6052,AdamLevine,28,-10.36,0.12,6.79
6053,JanetJackson,47,-9.18,0.04,6.76
6054,KeithUrban,77,-8.9,0.04,6.76
6055,SamSmith,53,-11.49,0.04,6.76
6056,JasonDerulo,18,-13.89,0.03,6.76
6057,ToriKelly,9,-10.52,0.06,6.48
6058,twoPac,34,-6.58,0.03,6.48
6059,Ciara,41,-4.87,0.09,6.48
6060,OldDominion,49,-9.34,0.03,6.48
6061,RandyHouser,20,-9.57,0.06,3.58
6062,EricChurch,59,-3.96,0.04,6.26
6063,Shakira,38,-9.42,0.03,6.26
6064,BrunoMars,56,-4.78,0.3,6.26
6065,LittleBigTown,26,-7.57,0.03,6.24
6066,RickRoss,41,-15.79,0.15,6.24
6067,TobyKeith,35,-9.33,0.42,6.24
6068,BrianCollins,30,-3.06,0.1,6.24
6069,Sia,54,-6.41,0.06,6.18
6070,DixieChicks,24,-8.52,0.03,6.18
6071,KanyeWest,63,-6.27,0.14,6.18
6072,ShaniaTwain,68,-5.67,0.08,6.11
6073,EnriqueIglesias,43,-7.98,0.04,6.11
6074,TheBandPerry,41,-4.91,0.03,6.11
6075,KelliePickler,57,-6.52,0.03,6.1
6076,RandyOwen,42,-6.46,0.05,6.1
6077,KelseaBallerini,79,-5.69,0.04,6.1
6078,LanaDelRey,71,-15.47,0.03,6.06
6079,FreddieMercury,33,-10.39,0.05,6.06
6080,MartinGarrix,44,-4.87,0.04,6.06
6081,BrettEldredge,41,-4.3,0.12,6.06
6082,TreySongz,55,-11.48,0.18,3.81
6083,YoungThug,43,-14.54,0.07,6.02
6084,MariahCarey,63,-12.44,0.03,6.02
6085,JenniferLopez,35,-13.45,0.03,6.02
6086,ShawnMendes,81,-11.38,0.04,4.98
6087,Halsey,45,-6.06,0.05,5.98
6088,TheXX,13,-13.7,0.04,5.98
6089,KurtStevens,41,-19.54,0.03,2.72
6090,R.Kelly,51,-5.21,0.08,5.98
6091,fivezeroCent,41,-5.15,0.05,5.97
6092,KennyChesney,62,-11.75,0.03,5.97
6093,LinkinPark,44,-11.51,0.41,5.97
6094,Akon,66,-11.63,0.03,3.59
6095,AvengedSevenfold,60,-8.02,0.1,5.93
6096,JohnLegend,28,-6.17,0.1,5.93
6097,ColeSwindell,38,-2.49,0.06,5.93
6098,JustinMoore,3,-9.14,0.14,5.93
6099,Jewel,24,-13.58,0.06,5.93
6100,Maddie&Tae,25,-3.28,0.07,5.93
6101,ChrisYoung,63,-8.51,0.22,5.78
6102,HunterHayes,22,-11.82,0.04,5.78
6103,CanaanSmith,71,-6.02,0.03,2.48
6104,Madonna,55,-6.17,0.03,5.78
6105,AlbertPhillips,28,-6.25,0.11,5.78
6106,BrantleyGilbert,55,-5.22,0.04,5.74
6107,Coldplay,44,-5.63,0.05,5.74
6108,JayZ,65,-3.23,0.04,5.74
6109,LadyGaga,11,-4.56,0.11,5.74
6110,LilFizz,44,-7.68,0.05,5.66
6111,IggyAzalea,66,-11.94,0.03,5.66
6112,ChaseRice,40,-16.64,0.04,3.55
6113,DanielleBradbery,59,-1.8,0.08,5.66
6114,DustinLynch,42,-4.01,0.04,5.65
6115,KaceyMusgraves,44,-6.37,0.03,5.65
6116,AlanJackson,16,-11.5,0.07,2.81
6117,BackstreetBoys,47,-8.26,0.04,5.65
6118,HankWilliamsJr,19,-6.99,0.05,5.65
6119,TheVamps,38,-9.58,0.05,5.65
6120,JadenSmith,59,-10.51,0.05,3.34
6121,JoJo,57,-9.9,0.06,5.65
6122,KendrickLamar,42,-11.64,0.03,6.06
6123,BeckyG,43,-7.27,0.02,5.58
6124,JoshTurner,62,-5.14,0.05,5.58
6125,BradPaisley,50,-12.8,0.04,5.58
6126,GwenStefani,57,-3.92,0.06,5.47
